Title,Rotten Tomatoes,Netflix,Hulu,Prime Video,Disney+
Sam & Cat,59/100,1,0,0,0
Girls from Ipanema,59/100,1,0,0,0
Elite Short Stories: Omar Ander Alexis,59/100,1,0,0,0
MEGALOBOX,59/100,1,1,0,0
High on the Hog: How African American Cuisine Transformed America,59/100,1,0,0,0
So Not Worth It,59/100,1,0,0,0
K-ON!,59/100,1,1,0,0
The Family,59/100,1,0,0,0
Challenger: The Final Flight,59/100,1,0,0,0
Sexify,58/100,1,0,0,0
The Good Cop,58/100,1,0,0,0
The Uncanny Counter,58/100,1,0,0,0
Law School,58/100,1,0,0,0
This is a Robbery: The World's Biggest Art Heist,58/100,1,0,0,0
The English Game,58/100,1,0,0,0
Chambers,58/100,1,0,0,0
Selena: The Series,58/100,1,0,0,0
BAKI,58/100,1,0,0,0
Cells at Work!,58/100,1,0,0,0
Reckoning,58/100,1,0,0,0
The Mole,58/100,1,0,0,0
The Ripper,58/100,1,0,0,0
Queen Sono,58/100,1,0,0,0
WWII in HD,58/100,1,0,0,0
The Parisian Agency: Exclusive Properties,58/100,1,0,0,0
La cocinera de Castamar,58/100,1,0,0,0
I Am a Killer,58/100,1,0,0,0
W1A,58/100,1,0,0,0
One of Us,58/100,1,0,0,0
Cuckoo,58/100,1,0,0,0
March Comes in Like a Lion,58/100,1,0,0,0
Börü,58/100,1,0,0,0
The Mess You Leave Behind,58/100,1,0,0,0
Elize Matsunaga: Once Upon a Crime,58/100,1,0,0,0
Invisible City,58/100,1,0,0,0
High Seas,58/100,1,0,0,0
Man Down,58/100,1,0,0,0
Hitler's Circle of Evil,58/100,1,0,0,0
Degrassi: Next Class,58/100,1,0,0,0
The Forest,58/100,1,0,0,0
The Woods,58/100,1,0,0,0
This Is Pop,58/100,1,0,0,0
Godzilla Singular Point,58/100,1,0,0,0
My Babysitter's a Vampire,58/100,1,0,0,0
Mad for Each Other,58/100,1,0,0,0
Typewriter,57/100,1,0,0,0
Sonic X,57/100,1,1,1,0
Monthly Girls' Nozaki-kun,57/100,1,0,0,0
History of Swear Words,57/100,1,0,0,0
Dolly Parton's Heartstrings,57/100,1,0,0,0
Arthdal Chronicles,57/100,1,0,0,0
Last Chance U: Basketball,57/100,1,0,0,0
The Next Step,57/100,1,0,0,0
The Bride of the Water God,57/100,1,0,0,0
Midnight Diner: Tokyo Stories,57/100,1,0,0,0
Immigration Nation,57/100,1,0,0,0
My Unorthodox Life,57/100,1,0,0,0
The Barrier,57/100,1,0,0,0
Cannon Busters,57/100,1,0,0,0
Something in the Rain,57/100,1,0,0,0
Haters Back Off,57/100,1,0,0,0
Young Wallander,57/100,1,0,0,0
Toy Boy,57/100,1,0,0,0
Aunty Donna's Big Ol' House of Fun,57/100,1,0,0,0
Jack Whitehall: Travels with My Father,57/100,1,0,0,0
Sofia the First,57/100,1,0,0,0
"Money, Explained",57/100,1,0,0,0
The Joel McHale Show with Joel McHale,57/100,1,0,0,0
America's Book of Secrets,57/100,1,1,0,0
The World's Most Amazing Vacation Rentals,57/100,1,0,0,0
Kiss Me First,57/100,1,0,0,0
A Very Secret Service,57/100,1,0,0,0
Sexy Beasts,57/100,1,0,0,0
Scissor Seven,57/100,1,0,0,0
Summertime,57/100,1,1,0,0
Turn Up Charlie,57/100,1,0,0,0
The K2,57/100,1,0,0,0
The King's Avatar,57/100,1,0,0,0
Prison Playbook,57/100,1,0,0,0
The Twelve,57/100,1,0,0,0
Vanished 46,57/100,1,0,0,0
Valor,57/100,1,0,0,0
Northern Rescue,57/100,1,0,0,0
Equinox,57/100,1,0,0,0
Oggy and the Cockroaches,57/100,1,0,0,0
Code Lyoko,57/100,1,0,0,0
Champions,57/100,1,1,0,0
Winx Club,57/100,1,0,0,0
Dragons: Race to the Edge,57/100,1,0,0,0
Age of Samurai: Battle for Japan,56/100,1,0,0,0
Vexed,56/100,1,0,0,0
Family Business,56/100,1,0,0,0
Strangers From Hell,56/100,1,0,0,0
BUNK'D,56/100,1,0,0,0
Cathedral of the Sea,56/100,1,0,0,0
Iris,56/100,1,0,0,0
Man to Man,56/100,1,0,0,0
History 101,56/100,1,0,0,0
Cat People,56/100,1,0,0,0
Cinderella and Four Knights,56/100,1,0,0,0
The Big Flower Fight,56/100,1,0,0,0
Cooked,56/100,1,0,0,0
Monarca,56/100,1,0,0,0
Indian Matchmaking,56/100,1,0,0,0
Perfume,56/100,1,0,0,0
Avlu,56/100,1,0,0,0
Wild District,56/100,1,0,0,0
Magic for Humans,56/100,1,0,0,0
50M2,56/100,1,0,0,0
Mako Mermaids: An H2O Adventure,56/100,1,0,0,0
Extracurricular,56/100,1,0,0,0
Tunnel,56/100,1,0,0,0
Marseille,56/100,1,0,0,0
Elite Short Stories: Nadia Guzmán,56/100,1,0,0,0
The World's Most Extraordinary Homes,56/100,1,0,0,0
The Rise of Phoenixes,56/100,1,0,0,0
Wakfu,56/100,1,0,0,0
H,56/100,1,0,0,0
The War Next-door,56/100,1,0,0,0
How to Fix a Drug Scandal,56/100,1,0,0,0
Betaal,56/100,1,0,0,0
Sin Senos Sí Hay Paraíso,56/100,1,0,0,0
Japan Sinks: 2020,56/100,1,0,0,0
Run On,56/100,1,0,0,0
Girlfriends,56/100,1,0,0,0
Mobile Suit Gundam: Iron-Blooded Orphans,56/100,1,0,0,0
Curon,56/100,1,0,0,0
The Method,56/100,1,0,0,0
Amend: The Fight for America,56/100,1,0,0,0
Reply 1997,56/100,1,0,0,0
The Crew,56/100,1,0,0,0
Sex Explained,56/100,1,0,0,0
Unauthorized Living,56/100,1,0,0,0
James Acaster: Repertoire,56/100,1,0,0,0
Blood & Water,56/100,1,0,0,0
Adventures of Sonic the Hedgehog,55/100,1,0,0,0
Tales by Light,55/100,1,0,0,0
Tiny Pretty Things,55/100,1,0,0,0
Rust Valley Restorers,55/100,1,0,0,0
Immortals,55/100,1,0,0,0
Cheese in the Trap,55/100,1,0,0,0
Terrace House: Boys & Girls in the City,55/100,1,0,0,0
When the Camellia Blooms,55/100,1,0,0,0
My Secret Romance,55/100,1,0,0,0
Marlon,55/100,1,1,0,0
The Bonfire of Destiny,55/100,1,0,0,0
100 Days My Prince,55/100,1,0,0,0
Let's Eat,55/100,1,0,0,0
Kung Fu Panda: Legends of Awesomeness,55/100,1,0,0,0
Crime Scene: The Vanishing at the Cecil Hotel,55/100,1,0,0,0
PJ Masks,55/100,1,0,0,1
Incomplete Life,55/100,1,0,0,0
Fabulous Lives of Bollywood Wives,55/100,1,0,0,0
When Heroes Fly,55/100,1,0,0,0
The Last O.G.,55/100,1,0,0,0
Romance is a Bonus Book,55/100,1,0,0,0
DC Super Hero Girls,55/100,1,0,0,0
Wheel of Fortune,55/100,1,0,0,0
Chelsea Does,55/100,1,0,0,0
Girlfriends' Guide to Divorce,55/100,1,0,0,0
Daniel Sloss: Live Shows,55/100,1,0,0,0
Case,55/100,1,0,0,0
Always a Witch,55/100,1,0,0,0
You vs. Wild,55/100,1,0,0,0
The Boulet Brothers' Dragula,55/100,1,0,0,0
Lovestruck in the City,55/100,1,0,0,0
Navillera,55/100,1,0,0,0
Bitter Daisies,55/100,1,0,0,0
Selection Day,55/100,1,0,0,0
"Bring It On, Ghost",55/100,1,0,0,0
The Standups,55/100,1,0,0,0
(The Hook Up Plan),55/100,1,0,0,0
Because This Is My First Life,55/100,1,0,0,0
The Indian Detective,55/100,1,0,0,0
Medal of Honor,55/100,1,0,1,0
Heaven Official's Blessing,55/100,1,0,0,0
Who Killed Little Gregory?,55/100,1,0,0,0
"Coronavirus, Explained",55/100,1,0,0,0
Teen Mom 2,55/100,1,0,1,0
Vientos de agua,55/100,1,0,0,0
Kantaro: The Sweet Tooth Salaryman,55/100,1,0,0,0
Al Hayba,55/100,1,0,0,0
Somewhere Between,55/100,1,0,0,0
Selling Sunset,55/100,1,0,0,0
Trailer Park Boys: The Animated Series,55/100,1,0,0,0
Ultraviolet,55/100,1,1,0,0
Ultraman,54/100,1,0,0,0
No Good Nick,54/100,1,0,0,0
Intersection,54/100,1,0,1,0
Daughter From Another Mother,54/100,1,0,0,0
Tiny House Nation,54/100,1,0,0,0
High-Rise Invasion,54/100,1,0,0,0
Mystic Pop-up Bar,54/100,1,0,0,0
The Inmate,54/100,1,0,0,0
Glow Up: Britain's Next Make-Up Star,54/100,1,0,0,0
Falsa Identidad,54/100,1,0,0,0
A Perfect Crime,54/100,1,0,0,0
Alien Worlds,54/100,1,0,0,0
Barbie: Life in the Dreamhouse,54/100,1,0,0,0
Freud,54/100,1,0,0,0
Carmel: Who Killed Maria Marta?,54/100,1,0,0,0
Get Even,54/100,1,0,0,0
God Eater,54/100,1,0,0,0
El Dragón: Return of a Warrior,54/100,1,0,0,0
Netflix Presents: The Characters,54/100,1,0,0,0
Jamtara - Sabka Number Ayega,54/100,1,0,0,0
Vampires,54/100,1,0,0,0
Zindagi inShort,54/100,1,0,0,0
#blackAF,54/100,1,0,0,0
Ever After High,54/100,1,0,0,0
Sirius the Jaeger,54/100,1,0,0,0
Eternal Love,54/100,1,0,0,0
Murder Mountain,54/100,1,0,0,0
EastSiders,54/100,1,0,0,0
Dope,54/100,1,0,0,0
Troy: Fall of a City,54/100,1,0,0,0
Surviving Escobar - Alias JJ,54/100,1,0,0,0
Transfers,54/100,1,0,0,0
Unnatural Selection,54/100,1,0,0,0
Skylines,54/100,1,0,0,0
The Last Czars,54/100,1,0,0,0
High Score Girl,54/100,1,0,0,0
Human: The World Within,54/100,1,0,0,0
Unit 42,54/100,1,0,0,0
The Velvet Collection,54/100,1,0,0,0
One on One,54/100,1,0,1,0
Monty Python: Almost the Truth (The Lawyer's Cut),54/100,1,0,0,0
Nicky Jam: El Ganador,54/100,1,0,0,0
Someone Has to Die,54/100,1,0,0,0
Voice,54/100,1,0,0,0
La Révolution,54/100,1,0,0,0
Queer Eye: We're in Japan!,54/100,1,0,0,0
Danger Mouse,54/100,1,0,0,0
Paava Kadhaigal,54/100,1,0,0,0
Man Like Mobeen,53/100,1,0,0,0
Sisyphus,53/100,1,0,0,0
MINE,53/100,1,0,0,0
X-Men,53/100,1,0,0,1
The Minions of Midas,53/100,1,0,0,0
7SEEDS,53/100,1,0,0,0
Ultimate Beastmaster,53/100,1,0,0,0
Trigger Warning with Killer Mike,53/100,1,0,0,0
The Queen of Flow,53/100,1,0,0,0
The Upshaws,53/100,1,0,0,0
Huge in France,53/100,1,0,0,0
Good Morning Call,53/100,1,0,0,0
Reality Z,53/100,1,0,0,0
Bella and the Bulldogs,53/100,1,0,0,0
Johnny Test,53/100,1,0,0,0
The Lost Pirate Kingdom,53/100,1,0,0,0
The I-Land,53/100,1,0,0,0
Find Yourself,53/100,1,0,0,0
A Love So Beautiful,53/100,1,0,0,0
Free Rein,53/100,1,0,0,0
Ashes of Love,53/100,1,0,0,0
Masha and the Bear,53/100,1,0,0,0
Million Pound Menu,53/100,1,0,0,0
All Hail King Julien,53/100,1,0,0,0
The Day I Met El Chapo: The Kate del Castillo Story,53/100,1,0,0,0
Argos Comunicación,53/100,1,0,0,0
The Rational Life,53/100,1,0,0,0
Busted!,53/100,1,0,0,0
Street Food,53/100,1,0,0,0
A Little Thing Called First Love,53/100,1,0,1,0
The Surgeon's Cut,53/100,1,0,0,0
Song Exploder,53/100,1,0,0,0
Unabomber: In His Own Words,53/100,1,0,0,0
Spycraft,53/100,1,0,0,0
Thieves of the Wood,53/100,1,0,0,0
Headspace Guide to Meditation,53/100,1,0,0,0
Record of Grancrest War,53/100,1,0,0,0
Abyss,53/100,1,0,0,0
Silver Spoon,53/100,1,0,0,0
Omniscient,53/100,1,0,0,0
Creeped Out,53/100,1,0,0,0
The Worst Witch,53/100,1,0,0,0
Diablero,53/100,1,0,0,0
Samurai Gourmet,53/100,1,0,0,0
The Daily Life of the Immortal King,53/100,1,0,0,0
The Guest,53/100,1,0,0,0
You Are My Spring,53/100,1,0,0,0
My First First Love,53/100,1,0,0,0
The Mr. Peabody & Sherman Show,53/100,1,0,0,0
My Shy Boss,53/100,1,0,0,0
Trial 4,53/100,1,0,0,0
The Business of Drugs,53/100,1,0,0,0
"Fresh, Fried & Crispy",53/100,1,0,0,0
The Legend of Bruce Lee,53/100,1,0,1,0
Jiva!,53/100,1,0,0,0
Killer Ratings,53/100,1,0,0,0
Switched,53/100,1,0,0,0
Go! Live Your Way,52/100,1,0,0,0
Criminal: France,52/100,1,0,0,0
Bloodride,52/100,1,0,0,0
Glitch Techs,52/100,1,0,0,0
Country Comfort,52/100,1,0,0,0
The Disappearance of Madeleine McCann,52/100,1,0,0,0
Nobody's Looking,52/100,1,0,0,0
Inside the World's Toughest Prisons,52/100,1,0,0,0
Love & Anarchy,52/100,1,0,0,0
Family Reunion,52/100,1,0,0,0
Borderliner,52/100,1,0,0,0
Sisters,52/100,1,0,0,0
Kissing Game,52/100,1,0,0,0
Who Killed Malcolm X?,52/100,1,0,0,0
"Good Morning, Verônica",52/100,1,0,0,0
Bad Boy Billionaires: India,52/100,1,0,0,0
Neo Yokio,52/100,1,0,0,0
Grand Hotel,52/100,1,0,0,0
Crazy Delicious,52/100,1,0,0,0
The Frozen Dead,52/100,1,0,0,0
Zumbo's Just Desserts,52/100,1,0,0,0
Another Miss Oh,52/100,1,0,0,0
Soundtrack,52/100,1,0,0,0
Bad Guys,52/100,1,0,0,0
Fireman Sam,52/100,1,0,1,0
We Are the Wave,52/100,1,0,0,0
Morocco: Love in Times of War,52/100,1,0,0,0
Okupas,52/100,1,0,0,0
Sword Art Online Alternative: Gun Gale Online,52/100,1,1,0,0
The Haunted Hathaways,52/100,1,0,0,0
TIGER & BUNNY,52/100,1,1,0,0
The Queen and the Conqueror,52/100,1,0,0,0
Mossad 101,52/100,1,0,0,0
Hoops,52/100,1,0,0,0
Crime Diaries: The Candidate,52/100,1,0,0,0
Zac & Mia,52/100,1,1,0,0
Men on a Mission,52/100,1,0,0,0
Girls Hostel,52/100,1,0,0,0
Power Rangers Dino Fury,52/100,1,0,0,0
Broken,52/100,1,0,0,0
Barney & Friends,52/100,1,0,1,0
Yunus Emre: Aşkın Yolculuğu,52/100,1,0,0,0
We the People,52/100,1,0,0,0
SanPa: Sins of the Savior,52/100,1,0,0,0
The Big Show Show,52/100,1,0,0,0
Ares,52/100,1,0,0,0
The Duchess,52/100,1,0,1,0
Green Frontier,52/100,1,0,0,0
Love Alarm,52/100,1,0,0,0
Loaded,52/100,1,0,0,0
Nagi no Asukara,52/100,1,0,0,0
Luna Nera,52/100,1,0,0,0
Secrets of Great British Castles,52/100,1,0,0,0
Ridley Jones,52/100,1,0,0,0
Next in Fashion,52/100,1,0,0,0
Children of the Whales,52/100,1,0,0,0
Live,52/100,1,0,0,0
Hangar 1: The UFO Files,52/100,1,0,1,0
The Paper,52/100,1,0,0,0
Valeria,52/100,1,0,0,0
Girls und Panzer,52/100,1,1,0,0
World's Most Wanted,52/100,1,0,0,0
The Adventures of Puss in Boots,51/100,1,0,0,0
Merry Happy Whatever,51/100,1,0,0,0
The Holiday Movies That Made Us,51/100,1,0,0,0
MeatEater,51/100,1,0,0,0
Old Money,51/100,1,0,0,0
Trump: An American Dream,51/100,1,0,0,0
Paquita Salas,51/100,1,0,0,0
The Disastrous Life of Saiki K.: Reawakened,51/100,1,0,0,0
Heartbreak High,51/100,1,0,0,0
Reply 1994,51/100,1,0,0,0
El Final del Paraíso,51/100,1,0,0,0
"Breakfast, Lunch & Dinner",51/100,1,0,0,0
Trailer Park Boys: Out of the Park: Europe,51/100,1,0,0,0
If I Hadn't Met You,51/100,1,0,0,0
Einsatzgruppen: The Nazi Death Squads,51/100,1,0,0,0
Rookie Historian Goo Hae-Ryung,51/100,1,0,0,0
Put Your Head on My Shoulder,51/100,1,0,0,0
Monzón: A Knockout Blow,51/100,1,0,0,0
The Expanding Universe of Ashley Garcia,51/100,1,0,0,0
The Snitch Cartel: Origins,51/100,1,0,0,0
Two Sentence Horror Stories,51/100,1,0,0,0
Shot in the Dark,51/100,1,0,0,0
Too Hot to Handle: Brazil,51/100,1,0,0,0
Criminal: Spain,51/100,1,0,0,0
Half & Half,51/100,1,0,0,0
One Spring Night,51/100,1,0,0,0
Chicago Typewriter,51/100,1,0,0,0
The Least Expected Day: Inside the Movistar Team 2019,51/100,1,0,0,0
Suits,51/100,1,0,1,0
"Nicky, Ricky, Dicky & Dawn",51/100,1,0,0,0
Room 2806: The Accusation,51/100,1,0,0,0
20 Minutes,51/100,1,0,0,0
The Honeymoon Stand Up Special,51/100,1,0,0,0
Secret Agent Selection: WW2,51/100,1,0,0,0
BREAK IT ALL: The History of Rock in Latin America,51/100,1,0,0,0
Rapture,51/100,1,0,0,0
My Country: The New Age,51/100,1,0,0,0
100 Humans. Life's Questions. Answered.,51/100,1,0,0,0
Chef's Table: France,51/100,1,0,0,0
Connected,51/100,1,0,0,0
Wolverine,51/100,1,0,0,0
La Doña,51/100,1,0,0,0
Accidentally In Love,51/100,1,0,0,0
Capitani,51/100,1,0,0,0
Final Fantasy XIV: Dad of Light,51/100,1,0,0,0
Shadow,51/100,1,0,0,0
Sugar Rush,51/100,1,0,0,0
Trash Truck,51/100,1,0,0,0
The Victims' Game,51/100,1,0,0,0
Floor is Lava,51/100,1,0,0,0
Leila,51/100,1,0,0,0
Designated Survivor: 60 Days,51/100,1,0,0,0
Subat,51/100,1,0,0,0
The Last Kids on Earth,51/100,1,0,0,0
Behind Enemy Lines,50/100,1,0,0,0
Dating Around,50/100,1,0,0,0
Haunted,50/100,1,0,0,0
Drug Lords,50/100,1,0,0,0
Jinn,50/100,1,0,0,0
The Wiggles,50/100,1,0,0,0
Bling Empire,50/100,1,0,0,0
The InBESTigators,50/100,1,0,0,0
Ad Vitam,50/100,1,0,0,0
Girls Incarcerated,50/100,1,0,0,0
Inhuman Resources,50/100,1,0,0,0
Bonus Family,50/100,1,0,0,0
The Club,50/100,1,0,0,0
Rabbids Invasion,50/100,1,1,0,0
Why Are You Like This?,50/100,1,0,0,0
Moesha,50/100,1,1,0,0
Ben and Holly's Little Kingdom,50/100,1,0,0,0
La Niña,50/100,1,0,0,0
The Alcàsser Murders,50/100,1,0,0,0
Scare Tactics,50/100,1,0,0,0
Levius,50/100,1,0,0,0
(Un)Well,50/100,1,0,0,0
The Houseboat,50/100,1,0,0,0
"That Winter, the Wind Blows",50/100,1,0,0,0
We Are the Champions,50/100,1,0,0,0
Oktoberfest: Beer & Blood,50/100,1,0,0,0
The Stranded,50/100,1,0,0,0
Chelsea,50/100,1,0,0,0
Transformers: Rescue Bots,50/100,1,0,1,0
Taj Mahal 1989,50/100,1,0,0,0
Gameboys,50/100,1,0,0,0
Stay Here,50/100,1,0,0,0
Murder Maps,50/100,1,0,0,0
Filinta: An Ottoman Policeman,50/100,1,0,0,0
White Rabbit Project,50/100,1,0,0,0
Mystery Lab,50/100,1,0,0,0
Ghost in the Shell: SAC_2045,50/100,1,0,0,0
Tomorrow with You,50/100,1,0,0,0
Rosario Tijeras,50/100,1,0,0,0
Supermarket Sweep,50/100,1,1,1,0
Pandemic: How to Prevent an Outbreak,50/100,1,0,0,0
Autumn's Concerto,50/100,1,0,0,0
Captive,50/100,1,0,0,0
Mobile Suit Gundam Unicorn,50/100,1,0,0,0
College Behind Bars,50/100,1,0,0,0
Big Timber,50/100,1,0,0,0
The Trial,50/100,1,0,0,0
The Circle France,50/100,1,0,0,0
Moving Art,50/100,1,0,0,0
Bumping Mics with Jeff Ross & Dave Attell,50/100,1,0,0,0
The Chase,50/100,1,1,0,0
Hardy Bucks,50/100,1,0,0,0
Hymn of Death,50/100,1,0,0,0
Zero,50/100,1,0,0,0
Nevenka: Breaking the Silence,49/100,1,0,0,0
Dragon’s Dogma,49/100,1,0,0,0
The Playbook,49/100,1,0,0,0
Ellen DeGeneres: Relatable,49/100,1,0,0,0
Brews Brothers,49/100,1,0,0,0
Spirit: Riding Free,49/100,1,0,0,0
Mismatched,49/100,1,0,0,0
The Cabin with Bert Kreischer,49/100,1,0,0,0
The Sound of Your Heart,49/100,1,0,0,0
Booba,49/100,1,0,1,0
Instant Hotel,49/100,1,0,0,0
Dancing Queen,49/100,1,0,0,0
Zero Chill,49/100,1,0,0,0
Nailed It! Holiday!,49/100,1,0,0,0
Chocolate,49/100,1,0,0,0
Terrace House: Aloha State,49/100,1,0,0,0
QB1: Beyond the Lights,49/100,1,0,0,0
Rugal,49/100,1,0,0,0
Moving On,49/100,1,0,0,0
Hache,49/100,1,0,0,0
Interior Design Masters,49/100,1,0,0,0
Fallet,49/100,1,0,0,0
Jailbirds,49/100,1,0,0,0
Killer Women with Piers Morgan,49/100,1,1,0,0
FIGHTWORLD,49/100,1,0,0,0
The Hockey Girls,49/100,1,0,0,0
SWORD GAI: The Animation,49/100,1,0,0,0
Ask the Storybots,49/100,1,0,0,0
Black Ink Crew New York,49/100,1,1,0,0
Lunatics,49/100,1,0,0,0
Angry Birds Toons,49/100,1,0,0,0
Puffin Rock,49/100,1,0,0,0
Kid Cosmic,49/100,1,0,0,0
Chef's Table: BBQ,49/100,1,0,0,0
City of Ghosts,49/100,1,0,1,0
Unstoppable,49/100,1,1,0,0
Wild Catch / Chasing Monsters,49/100,1,0,0,0
Well-Intended Love,49/100,1,0,0,0
Thus Spoke Kishibe Rohan,49/100,1,0,0,0
Terrace House: Opening New Doors,49/100,1,0,0,0
Handsome Siblings,49/100,1,0,0,0
This Evening,49/100,1,0,0,0
Molang,49/100,1,1,1,0
Beyblade Burst,49/100,1,0,0,0
Live Up To Your Name,48/100,1,0,0,0
Stolen Away,48/100,1,0,0,0
Bombay Begums,48/100,1,0,0,0
Signs,48/100,1,0,1,0
The American Barbecue Showdown,48/100,1,0,0,0
The Deep,48/100,1,0,0,0
Hot Date,48/100,1,0,1,0
Sparta,48/100,1,0,0,0
Trolls: The Beat Goes On!,48/100,1,0,0,0
Atelier,48/100,1,0,0,0
The Healing Powers of Dude,48/100,1,0,0,0
Under Suspicion: Uncovering the Wesphael Case,48/100,1,0,0,0
Pocoyo,48/100,1,1,1,0
Familiar Wife,48/100,1,0,0,0
Fastest Car,48/100,1,0,0,0
The Cuba Libre Story,48/100,1,0,0,0
El Chema,48/100,1,0,0,0
My Little Pony: Equestria Girls,48/100,1,0,0,0
Love (ft. Marriage and Divorce),48/100,1,0,0,0
The Royal House of Windsor,48/100,1,0,0,0
Dealer,48/100,1,0,0,0
"Whose Vote Counts, Explained",48/100,1,0,0,0
Can You Hear Me?,48/100,1,0,0,0
Do Do Sol Sol La La Sol,48/100,1,0,0,0
1994,48/100,1,0,0,0
Pac-Man and the Ghostly Adventures,48/100,1,0,1,0
The Parkers,48/100,1,0,0,0
First Team: Juventus,48/100,1,0,0,0
Warrior,48/100,1,0,0,0
Shine On with Reese,48/100,1,0,0,0
Cooked With Cannabis,48/100,1,0,0,0
Gigantosaurus,48/100,1,0,0,1
Re:Mind,48/100,1,0,0,0
The Magic School Bus Rides Again,48/100,1,0,0,0
My Holo Love,48/100,1,0,0,0
Monty Python's Fliegender Zirkus,48/100,1,0,0,0
The Kirlian Frequency,48/100,1,0,0,0
Outback Truckers,48/100,1,0,0,0
Dreamworks How to Train Your Dragon Legends,48/100,1,0,0,0
My Love,48/100,1,0,0,0
Regiment Diaries,48/100,1,0,0,0
Granblue Fantasy: The Animation,48/100,1,0,0,0
Fated to Love You,48/100,1,1,0,0
Nightmare Teacher,48/100,1,0,0,0
Women of the Night,48/100,1,0,0,0
"Hi Bye, Mama!",48/100,1,0,0,0
Magical Andes,48/100,1,0,0,0
Dad Stop Embarrassing Me!,48/100,1,0,0,0
Kuromukuro,48/100,1,0,0,0
Real Rob,48/100,1,0,0,0
The Lies Within,48/100,1,0,0,0
Prank Encounters,48/100,1,0,0,0
The Mafia Dolls,48/100,1,0,0,0
Twogether,48/100,1,0,0,0
Sintonia,47/100,1,0,0,0
Examination of Conscience,47/100,1,0,0,0
Twenty Again,47/100,1,0,0,0
Tokyo Trial,47/100,1,0,0,0
Nadiya's Time to Eat,47/100,1,0,0,0
The Cat in the Hat Knows a Lot About That!,47/100,1,0,1,0
Baewatch: Parental Guidance,47/100,1,1,0,0
The Unsettling,47/100,1,0,0,0
AMO,47/100,1,0,0,0
Super Drags,47/100,1,0,0,0
Terrace House: Tokyo 2019-2020,47/100,1,0,0,0
Pop Team Epic,47/100,1,0,1,0
Headspace Guide to Sleep,47/100,1,0,0,0
Feels Like Ishq,47/100,1,0,0,0
Haunted: Latin America,47/100,1,0,0,0
Sea of Plastic,47/100,1,0,0,0
Brainchild,47/100,1,0,0,0
Flavorful Origins,47/100,1,0,0,0
Record of Youth,47/100,1,0,0,0
StarBeam,47/100,1,0,0,0
Quarantine Tales,47/100,1,0,0,0
Fate/Apocrypha,47/100,1,0,0,0
The Investigator: A British Crime Story,47/100,1,0,0,0
Pui Pui Molcar,47/100,1,0,0,0
The Prince of Tennis,47/100,1,0,0,0
Yankee,47/100,1,0,0,0
Dream Home Makeover,47/100,1,0,0,0
Project Mc²,47/100,1,0,0,0
Rainbow High,47/100,1,0,0,0
Her Private Life,47/100,1,0,0,0
Waffles + Mochi,47/100,1,0,0,0
Canine Intervention,47/100,1,0,0,0
"Nisman: El fiscal, la presidenta y el espía",47/100,1,0,0,0
Sneakerheads,47/100,1,0,0,0
TVF Inmates,47/100,1,0,0,0
My Dead Ex,47/100,1,0,0,0
Ending So Gently,47/100,1,0,0,0
Victim Number 8,47/100,1,0,0,0
The Unlisted,47/100,1,0,0,0
Cagaster of an Insect Cage,47/100,1,0,0,0
All For Love,47/100,1,0,0,0
Bill Nye Saves the World,47/100,1,0,0,0
A.I.C.O. -Incarnation-,47/100,1,0,0,0
72 Dangerous Animals: Latin America,47/100,1,0,0,0
Restaurants on the Edge,47/100,1,0,0,0
Persona,47/100,1,0,0,0
No te puedes esconder,47/100,1,0,0,0
El Reemplazante,47/100,1,0,0,0
Bolívar: Una lucha admirable,47/100,1,0,0,0
Bel Ami,47/100,1,0,0,0
The Epic Tales of Captain Underpants,47/100,1,0,0,0
Win the Wilderness: Alaska,47/100,1,0,0,0
The Chosen One,47/100,1,0,0,0
Hyena,47/100,1,0,0,0
The Piano Forest,47/100,1,0,0,0
Detention,46/100,1,0,1,0
Pitta Kathalu,46/100,1,0,0,0
SAINT SEIYA: Knights of the Zodiac,46/100,1,0,0,0
Timmy Time,46/100,1,0,0,0
Her Mother's Killer,46/100,1,0,0,0
100% Hotter,46/100,1,0,0,0
Life,46/100,1,0,0,0
Surviving Death,46/100,1,0,0,0
Masaba Masaba,46/100,1,0,0,0
The House Arrest of Us,46/100,1,0,0,0
Mythomanic,46/100,1,0,0,0
Shaun the Sheep: Adventures from Mossy Bottom,46/100,1,0,0,0
Love and Fortune,46/100,1,0,0,0
"Hello, Me!",46/100,1,0,0,0
Witch Hunt: A Century of Murder,46/100,1,0,0,0
Meet the Drug Lords: Inside the Real Narcos,46/100,1,0,0,0
Gabby's Dollhouse,46/100,1,0,0,0
Toon,46/100,1,0,0,0
What If?,46/100,1,0,0,0
Monty Python's Personal Best,46/100,1,0,0,0
Los Briceño,46/100,1,0,0,0
World of Winx,46/100,1,0,0,0
The Big Day,46/100,1,0,0,0
Afflicted,46/100,1,0,1,0
Glitter Force,46/100,1,0,0,0
Beni Böyle Sev,46/100,1,0,0,0
Malibu Rescue: The Series,46/100,1,0,0,0
Home Game,46/100,1,0,0,0
Lost & Found Music Studios,46/100,1,0,0,0
Minecraft: Story Mode,46/100,1,0,0,0
The Break with Michelle Wolf,46/100,1,0,0,0
Beat Bugs,46/100,1,0,0,0
Private Lives,46/100,1,0,0,0
Transformers: Cyberverse,46/100,1,0,0,0
"Can't Cope, Won't Cope",46/100,1,0,0,0
Grizzy & the Lemmings,46/100,1,0,0,0
