title,metascore,user_score
Away: Season 1,59,5.2
Killing Fields: Season 1,59,6.6
The Golden Globe Awards,59,6.3
Lopez: Season 1,59,4.3
Strange Angel: Season 1,58,6.2
Welcome to Flatch: Season 1,58,tbd
Texas Ranch House: Season 1,58,6.4
Aquarius: Season 1,58,6.1
Hello Ladies: Season 1,58,7.4
The Family (2016): Season 1,58,5.9
The Crazy Ones: Season 1,58,6.6
Washington Heights: Season 1,58,tbd
Bel-Air: Season 1,58,2.8
Weird Loners: Season 1,58,7.1
NCIS: Los Angeles: Season 1,58,5.6
The Gong Show (2017): Season 1,58,5.5
The ABC Murders,58,4.9
Litvinenko: Season 1,58,tbd
Valley of the Boom: Season 1,58,tbd
Flack: Season 1,58,3.3
Medium: Season 1,58,8.3
The Comey Rule,58,5.5
"Roswell, New Mexico: Season 1",58,6.4
Crossing Lines: Season 1,58,7
Graceland: Season 1,58,7.2
CSI: Season 1,58,6.7
Sliders: Season 1,58,8.3
The Voice : Season 1,58,6.9
Doubt: Season 1,58,4.2
Camelot: Season 1,58,5.2
Mitt,58,6.4
Spartacus: Vengeance: Season 1,58,7.4
DC's Legends of Tomorrow: Season 1,58,6
Emily in Paris: Season 1,58,5.1
Tell Me You Love Me: Season 1,58,6
neXt (2020): Season 1,58,6.6
Shark Tank: Season 1,58,8.6
The Lost Room: Season 1,58,8.8
Treasure Island: Season 1,58,4.6
Carnival Row: Season 1,58,7.1
That '90s Show: Season 1,58,5.6
Tommy (2020): Season 1,58,5.1
The Carrie Diaries: Season 1,58,7.8
Undercover: Season 1,58,4.3
The Assets: Season 1,58,5.9
William & Kate,58,2.4
Web Therapy: Season 1,58,6.9
Good Vibes: Season 1,58,7.9
Council Of Dads: Season 1,58,3.8
What/If: Season 1,58,5.5
America's Next Great Restaurant: Season 1,58,5.6
Deadly Class: Season 1,58,7.6
Shades of Blue: Season 1,58,8.1
The Comeback: Season 1,58,7.7
True Blood: Season 6,58,6.1
Parks and Recreation: Season 1,58,7.7
Lost in Space (2018): Season 1,58,6
The Fresh Prince of Bel-Air: Season 1,58,7.4
Red Band Society: Season 1,58,7.3
Grace and Frankie: Season 1,58,8
Privileged: Season 1,58,8.2
Birds of Prey: Season 1,58,6.9
The Bold Type: Season 1,58,6.9
Stylista: Season 1,58,tbd
Dirty John: Season 1,58,6.3
Eyewitness: Season 1,58,8.2
Back to You: Season 1,58,5.4
The Huntress: Season 1,58,tbd
The Finder: Season 1,58,7.2
Black Sails: Season 1,58,7.2
Kings: Season 1,58,8.6
Superstore: Season 1,58,7.7
Happy Endings: Season 1,57,7.6
Skins (US): Season 1,57,4.7
Defiance: Season 1,57,7.4
God Friended Me: Season 1,57,6.2
Limitless (2015): Season 1,57,7.5
Unsolved Mysteries (2020): Season 1,57,5.7
Hanna (2019): Season 1,57,7.1
Sunnyside (2019): Season 1,57,5.2
Bob Hearts Abishola: Season 1,57,5.1
Them (2021): Season 1,57,5.6
Z Rock: Season 1,57,8.1
Beggars and Choosers: Season 1,57,tbd
The Peripheral: Season 1,57,6.7
Law & Order True Crime: The Menendez Murders: Season 1,57,6.5
Power: Season 1,57,7.5
The Red Tent: Season 1,57,7
Chicago Justice: Season 1,57,6.5
Wings: Season 1,57,tbd
The Problem With Jon Stewart: Season 1,57,2.5
Game of Silence: Season 1,57,6.2
Unforgettable: Season 1,57,5.9
Justice (2006): Season 1,57,8.4
Firefly Lane: Season 1,57,6.2
NYC 22: Season 1,57,7.1
The College Admissions Scandal: Season 1,57,tbd
The Nevers: Season 1,57,3.9
Dangerous Liaisons: Season 1,57,tbd
Comic Book Men: Season 1,57,7.4
Damnation (2017): Season 1,57,7.4
Allegiance (2015): Season 1,57,6
Stan Against Evil: Season 1,57,6.3
Scream (2015): Season 1,57,6.8
Mayans M.C.: Season 1,57,5.9
"Me, Myself and I: Season 1",57,6.4
Dollhouse: Season 1,57,8
The Comedians: Season 1,57,6.2
Coastal Elites,57,2.1
Catfish: The TV Show: Season 1,57,6
Gravity: Season 1,57,7.4
Inventing Anna: Season 1,57,5.2
Powerless: Season 1,57,5.8
Selfie: Season 1,57,7.2
Memphis Beat: Season 1,57,8
The Big Bang Theory: Season 1,57,8
The Son: Season 1,57,6
12 Monkeys (2015): Season 1,57,8.3
Those Who Can't: Season 1,57,5.3
The Goodwin Games: Season 1,57,7.4
Rebel (2021): Season 1,57,6.3
SEAL Team: Season 1,57,6.2
Raines: Season 1,57,8.6
FBI: Season 1,57,4.8
Cane: Season 1,57,8.6
City of Angels: Season 1,57,tbd
Carnivale: Season 2,57,8.8
The Last Tycoon: Season 1,57,6.4
The New Celebrity Apprentice: Season 1,57,5.7
DMZ: Season 1,57,4.3
The Equalizer (2021): Season 1,57,2.6
The Life & Times of Tim: Season 1,57,8.2
Bionic Woman: Season 1,57,5.2
The Twilight Zone (2019): Season 2,57,4.8
Harley and the Davidsons: Season 1,57,7
Principal's Office: Season 1,57,8
Black Monday: Season 1,57,7.3
Son of Zorn: Season 1,57,6.8
Beyonce: Life Is But a Dream,57,6.9
Intelligence (2013): Season 1,56,6.3
Superior Donuts: Season 1,56,4.2
The Whole Truth: Season 1,56,7.6
Quantum Leap (2022): Season 1,56,2.4
Beaches (2017),56,2.3
Angel From Hell: Season 1,56,3.9
Franklin & Bash : Season 1,56,7.1
Missing (2012): Season 1,56,6.3
The Newsroom: Season 1,56,8.2
Wrecked (2016): Season 1,56,7.3
Roar (2022): Season 1,56,tbd
Coma: Season 1,56,5.4
Killing Lincoln,56,tbd
Velma: Season 1,56,0.6
Lethal Weapon (2016): Season 1,56,7.8
Falcone: Season 1,56,tbd
Vice Principals: Season 1,56,7.9
Spartacus: War of the Damned: Season 1,56,7.9
Utopia (2020): Season 1,56,5.2
The Ranch: Season 1,56,7.5
Harry & Meghan: Season 1,56,2.6
The Stand,56,3.6
Reaper: Season 2,56,8.5
Crossbones: Season 1,56,7.1
Body of Proof: Season 1,56,7.1
Ascension: Season 1,56,6.8
Dice (2016): Season 1,56,4.3
Commander in Chief: Season 1,56,8.4
The Secret Circle: Season 1,56,7.5
Happyland: Season 1,56,8
Magic City: Season 1,56,7.4
Social Distance: Season 1,56,tbd
Scoundrels: Season 1,56,4.9
Project Blue Book: Season 1,56,7.2
The Messengers (2015): Season 1,56,6.3
Merlin: Season 1,56,8.1
Sanctuary: Season 1,56,6.5
Wiseguy: Season 1,56,tbd
Breakout Kings: Season 1,56,7.4
Disenchantment: Season 1,56,6.7
Fire Country: Season 1,56,5
Waco: Season 1,56,6.1
King & Maxwell: Season 1,56,6.4
Underemployed: Season 1,56,7.5
The Romanoffs: Season 1,56,6.1
Heroes: Season 3,56,5.2
Schooled: Season 1,56,5.6
Hollywood: Season 1,56,6.4
In Plain Sight: Season 1,56,6.5
Blunt Talk: Season 1,56,6.1
Babylon 5: Season 1,55,8.7
Madigan Men: Season 1,55,tbd
The Moodys: Season 1,55,5
Monsters at Work: Season 1,55,5.4
Gutsy: Season 1,55,0.7
Titans (2018): Season 1,55,6.3
Complications: Season 1,55,5.5
GCB: Season 1,55,6.7
The Dresden Files: Season 1,55,7.4
Killing Kennedy,55,4
Transparent: Season 5,55,4.8
1600 Penn: Season 1,55,5.4
The Enemy Within: Season 1,55,6.2
American Idol: Season 1,55,5.2
Once Upon a Mattress: Season 1,55,4.8
Believe: Season 1,55,7.3
Monday Mornings: Season 1,55,7.7
Miracle Workers: Season 1,55,6.7
The Thing About Pam: Season 1,55,6.4
I Feel Bad: Season 1,55,4.3
The Mosquito Coast: Season 1,55,7.1
Clarice: Season 1,55,3.6
Nancy Drew (2019): Season 1,55,5.1
Station 19: Season 1,55,3.9
Snowpiercer: Season 1,55,6.4
NCIS: New Orleans: Season 1,55,4.4
Frank of Ireland: Season 1,55,4.5
The Art of More: Season 1,55,4.4
41: Season 1,55,tbd
The Cleveland Show: Season 1,55,3.9
Lovespring International: Season 1,55,8.2
Dracula: Season 1,55,7.7
Melrose Place: Season 1,55,5.9
The Wheel of Time: Season 1,55,8
The Guest Book: Season 1,55,6.8
The Girl Before,55,tbd
Lizzie Borden Took an Ax,55,6.1
Peter Pan Live!,55,3.8
Killing Eve: Season 4,55,5.3
The Bastard Executioner: Season 1,55,6.1
Marvel's The Punisher: Season 1,55,8.1
Snatch (2017): Season 1,55,4.6
Love in the Time of Corona,55,tbd
Bones: Season 1,55,7.3
A.D.: The Bible Continues: Season 1,55,5.3
Jersey Shore: Season 2,55,2.4
And Just Like That...: Season 1,55,3.3
Charmed (2018): Season 1,55,2.6
Grimm: Season 1,55,7.9
The Secret Life of Marilyn Monroe: Season 1,55,tbd
Marlon: Season 1,55,5.3
The Guardian: Season 1,55,tbd
The Others: Season 1,55,tbd
Manifest: Season 1,55,6.7
Zoo: Season 1,55,5.8
The Rocky Horror Picture Show: Let’s Do the Time Warp Again,55,2.6
Too Old to Die Young: Season 1,55,7.2
Dollface: Season 1,54,5.5
The Cape: Season 1,54,6.5
The Brave: Season 1,54,7.6
Mayor of Kingstown: Season 1,54,7.3
Intelligence (2020): Season 1,54,4
Drunk History: Season 1,54,6.6
Law & Order: Criminal Intent: Season 1,54,8.5
Fam: Season 1,54,5.8
Panic: Season 1,54,6.8
Hemingway and Gellhorn,54,6.2
Fear the Walking Dead: Season 2,54,5.5
Forever (2014): Season 1,54,8.3
Coco Chanel,54,7.8
The Watcher (2022): Season 1,54,4.2
The District: Season 1,54,tbd
King of the Nerds: Season 1,54,6
Brothers: Season 1,54,5.8
Breaking In: Season 1,54,7.2
Into the Badlands: Season 1,54,8.2
Yellowstone (2018): Season 1,54,6.9
Human Trafficking,54,8.7
Mr. Sunshine: Season 1,54,6.4
More to Love: Season 1,54,5.6
Dog Bites Man: Season 1,54,8.2
Love Life: Season 1,54,4.9
Tyrant: Season 1,54,7.6
White Famous: Season 1,54,3.5
Eleventh Hour: Season 1,54,7
Interrogation: Season 1,54,4.6
Pearson: Season 1,54,4
Splitting Up Together: Season 1,54,6.8
Whitney (2015),54,2.7
Those Who Kill: Season 1,54,7.2
Jane by Design: Season 1,54,6.2
Animals: Season 1,54,6.8
Common Law: Season 1,54,8.3
SEAL Team Six: The Raid on Osama bin Laden,54,4.7
Haters Back Off: Season 1,54,6.3
Nine Perfect Strangers: Season 1,54,5.4
Bob's Burgers: Season 1,54,6.6
Labor Pains,54,5.6
The Witcher: Season 1,54,7.5
Combat Hospital: Season 1,54,7
The Pee-wee Herman Show on Broadway,54,7.4
Popular: Season 1,54,tbd
Emily in Paris: Season 3,54,3.5
Defying Gravity: Season 1,54,7.3
Behind Her Eyes: Season 1,54,7
Six: Season 1,54,6.2
Bonnie & Clyde: Season 1,54,5.3
Fashion Star: Season 1,54,tbd
Daybreak (2019): Season 1,54,5.4
Castle: Season 1,54,8.4
The Mist (2017): Season 1,54,3.5
The Resident: Season 1,54,6.9
Growing Up Fisher: Season 1,54,8.1
Pretty Little Liars: Season 1,54,8.2
1 vs 100: Season 1,54,7.5
Brave New World: Season 1,54,5.3
Mad About You (2019): Season 1,54,3.2
Hunters (2020): Season 1,54,5.4
Mike: Season 1,54,tbd
Close to Home: Season 1,54,7.4
Six Degrees: Season 1,54,8.8
True Story (2021): Season 1,54,4
Mr. Mayor: Season 1,54,3.8
Filthy Rich: Season 1,54,tbd
The Putin Interviews: Season 1,54,6.3
Just Legal: Season 1,53,8.9
Tin Man: Season 1,53,6.3
Clueless: Season 1,53,tbd
Reign (2013): Season 1,53,7.8
Young Americans: Season 1,53,tbd
Kid Nation: Season 1,53,6.3
8 Simple Rules: Season 1,53,7
Sharknado 3: Oh Hell No!,53,4.1
The Good Cop: Season 1,53,6.8
Resident Evil (2022): Season 1,53,1.5
The Good Doctor: Season 1,53,7.7
Our Kind of People: Season 1,53,tbd
Reprisal: Season 1,53,6.1
Nikki: Season 1,53,tbd
Killjoys: Season 1,53,7.7
quarterlife: Season 1,53,4.5
Secret Diary of a Call Girl: Season 1,53,6
William & Catherine: A Royal Romance,53,6.8
Alien Nation (1989): Season 1,53,8.2
Atlantis: Season 1,53,6.8
Haven: Season 1,53,7.6
Code Black (2015): Season 1,53,7
The Cleaning Lady: Season 1,53,2.8
Girlboss: Season 1,53,5.9
Traveler: Season 1,53,8.7
The McCarthys: Season 1,53,6.9
Runaway: Season 1,53,8.4
Killing Jesus,53,3.6
Constantine (2014): Season 1,53,8.1
Melissa & Joey: Season 1,53,5.6
Legend of the Seeker: Season 1,53,7.3
Spenser: For Hire: Season 1,53,tbd
The Killing: Season 4,53,8.1
Krypton: Season 1,53,5.8
Joe vs Carole: Season 1,53,tbd
Murphy Brown (2018): Season 1,53,3.6
Gossip Girl: Season 1,53,7.9
Numb3rs: Season 1,53,7.5
Family Guy: Season 1,53,7.4
Instinct: Season 1,53,4.7
The Golden Globe Awards,53,tbd
Out of Practice: Season 1,53,8.8
Perfect Harmony: Season 1,53,6.5
Take Two: Season 1,53,6.9
The Protector: Season 1,53,5.7
White Lines: Season 1,53,5.6
Huff: Season 2,53,8
Heroes: Reborn: Season 1,53,4.6
Crusoe: Season 1,53,7.3
Harsh Realm: Season 1,53,tbd
Platinum Hit: Season 1,53,4.8
The Sound of Music Live!,52,6.1
3rd Rock from the Sun: Season 1,52,7.5
The Lizzie Borden Chronicles: Season 1,52,6.3
Deception: Season 1,52,5.4
Gang Related: Season 1,52,7.1
The Originals: Season 1,52,8.1
The Hills: Season 1,52,7.3
Genius (2017): Season 2,52,3.5
Plain Jane: Season 1,52,tbd
Jodi Arias: Dirty Little Secret,52,4
The League: Season 1,52,8.1
Who Do You Think You Are?: Season 1,52,7.6
Under the Dome: Season 2,52,4.4
StartUp: Season 1,52,7.4
Rookie Blue: Season 1,52,7
Sex and the City: Season 1,52,8.2
Sweetbitter: Season 1,52,5.7
United States of Al: Season 1,52,tbd
Perception: Season 1,52,7.3
The Big Easy: Season 1,52,tbd
Moonbeam City: Season 1,52,6.9
Workaholics: Season 1,52,7.7
Flesh and Bone: Season 1,52,6.5
The Path to 9/11: Season 1,52,5.3
The Firm (2012): Season 1,52,7
The Job: Season 1,52,tbd
Frontier: Season 1,52,6.5
The Shannara Chronicles: Season 1,52,6.6
The Brink: Season 1,52,7.7
Blood & Treasure: Season 1,52,4.5
Conversations With a Killer: The Ted Bundy Tapes: Season 1,52,6.3
Married: Season 1,52,5.8
Happy Town: Season 1,52,8.2
The Gates: Season 1,52,8
Spartacus: Blood and Sand: Season 1,52,8.3
The Goldbergs: Season 1,52,8.1
Pieces of Her: Season 1,52,4
Law & Order: Season 21,52,tbd
Drive: Season 1,52,8.7
Joan & Melissa: Joan Knows Best?: Season 1,52,7
Greetings from Tucson: Season 1,52,tbd
Houdini & Doyle: Season 1,52,5.6
Anatomy of a Scandal: Season 1,52,5.2
Chicago Med: Season 1,52,6.4
Dynasty (2017): Season 1,52,8.3
Texas Rising: Season 1,52,3.3
The Premise: Season 1,52,6.4
Guilt: Season 1,52,5.3
Cupid: Season 1,52,7.8
Journeyman: Season 1,52,7.5
Women's Murder Club: Season 1,51,7.4
Blonde,51,tbd
Saved: Season 1,51,8.6
Dublin Murders: Season 1,51,5.6
Minority Report (2015): Season 1,51,5.3
Any Given Wednesday with Bill Simmons: Season 1,51,7.1
A Million Little Things: Season 1,51,6.7
Stay Close: Season 1,51,5.2
Crime Scene: The Vanishing at the Cecil Hotel: Season 1,51,4.2
Gossip Girl (2021): Season 1,51,5.7
Bad Teacher: Season 1,51,4.2
Baby Daddy: Season 1,51,6.7
Fear Itself: Season 1,51,5.6
Boy Meets World: Season 1,51,8.6
Jennifer Falls: Season 1,51,4.4
Motive: Season 1,51,6.6
Heist: Season 1,51,8.5
Houdini: Season 1,51,7.2
The King of Queens: Season 1,51,8.3
Backstrom: Season 1,51,7.7
Cooper Barrett's Guide to Surviving Life: Season 1,51,4.7
Walker: Season 1,51,5.7
The Beast: Season 1,51,8.6
Mariah's World: Season 1,51,2.6
Titanic: Season 1,51,3.4
The Fix: Season 1,51,4.5
Deputy: Season 1,51,4
Killing Reagan,51,2.2
Brewster Place: Season 1,51,tbd
Hellcats: Season 1,51,7
Rosemary's Baby: Season 1,51,4.9
Oliver Stone's Secret History of America: Season 1,51,6.1
NCIS: Season 1,51,8
Taxi Brooklyn: Season 1,51,6.3
seaQuest DSV: Season 1,51,tbd
Vanished: Season 1,51,5
Stars Earn Stripes: Season 1,51,4.4
Free Agents (2011): Season 1,51,4.8
Ring of Fire (2013),51,tbd
Wedding Wars: Season 1,51,7.3
Amazing Stories (2020): Season 1,51,5.6
Mystery Girls: Season 1,51,3.5
Powers: Season 1,51,6.4
Sons of Tucson: Season 1,51,7.5
The Triangle (2005): Season 1,51,8.1
The One (2021): Season 1,51,7.3
Benders: Season 1,51,4.3
Cougar Town: Season 1,51,6.3
Camp: Season 1,51,7.9
Deception (2018): Season 1,51,7.6
Star Trek: The Next Generation: Season 1,51,8.4
"Boo, Bitch: Season 1",51,3.7
Brothers & Sisters: Season 1,51,7.7
The Great Indoors: Season 1,51,5.3
American Gothic (2016): Season 1,51,6.7
Invasion (2021): Season 1,51,3.9
The Little Mermaid Live!: Season 1,51,3.8
Shut Eye: Season 1,50,6.5
Help Me Help You: Season 1,50,8.1
Dolly Parton's Christmas of Many Colors: Circle of Love,50,5.2
Falling Water: Season 1,50,5.6
Random 1: Season 1,50,8.8
Camping: Season 1,50,3.2
Flashpoint: Season 1,50,8.1
Welcome to the Captain: Season 1,50,4.6
The Vampire Diaries: Season 1,50,7.6
Chelsea: Season 1,50,5.2
The Client: Season 1,50,tbd
Halston (2021): Season 1,50,7.1
L.A.'s Finest: Season 1,50,5.9
Star-Crossed: Season 1,50,7.6
Wolf Lake: Season 1,50,tbd
Angry Boys: Season 1,50,6.7
Chicago P.D.: Season 1,50,7.7
The Tomorrow People: Season 1,50,7.9
Sharknado 2: The Second One,50,5
The Neighborhood: Season 1,50,4.4
Four Weddings and a Funeral: Season 1,50,6.3
Witches of East End: Season 1,50,8.4
Ratched: Season 1,50,6
John from Cincinnati: Season 1,50,7.4
The Gabby Douglas Story,50,4.3
The Mick: Season 1,50,6.7
The Kennedys,50,6.6
The Commish: Season 1,50,tbd
The First Lady: Season 1,50,6.5
Reunion: Season 1,50,8.5
Gunther's Millions: Season 1,50,tbd
The Millers: Season 1,50,4.4
"Midnight, Texas: Season 1",50,6.5
Accidentally on Purpose: Season 1,50,6.2
The Tommyknockers,50,tbd
Million Dollar Listing: Season 1,50,4.8
Best Friends Forever: Season 1,49,6.9
Saving Hope: Season 1,49,5.9
Undateable (2014): Season 1,49,7.6
Blade: Season 1,49,7.5
Skating with Celebrities: Season 1,49,5.6
Lucky 7: Season 1,49,4.5
The Woman In The House Across The Street From The Girl In The Window: Season 1,49,4.2
V: Season 2,49,6.9
Desperate Housewives: Season 2,49,8.3
Chaos: Season 1,49,7.3
A Christmas Carol (2019): Season 1,49,5.8
Off the Map: Season 1,49,8
30 Rock: A One-Time Special,49,3
Flowers in the Attic,49,6.9
The Kardashians: Season 1,49,1.4
24: Legacy: Season 1,49,4.9
Battery Park: Season 1,49,tbd
Lisey's Story: Season 1,49,4
Chicago Fire: Season 1,49,7.4
Sarah Palin's Alaska: Season 1,49,1.5
Killer Women: Season 1,49,5.8
Dig: Season 1,49,5.8
Suspect: Season 1,49,tbd
How I Met Your Father: Season 1,49,3
"Alex, Inc.: Season 1",49,4.8
Swingtown: Season 1,49,8.3
Eastwick: Season 1,49,8.5
Lucifer: Season 1,49,7.4
Happyish: Season 1,49,7.3
Rent (2019),49,5.7
The Exes: Season 1,49,5.7
Persons Unknown: Season 1,49,7.2
Salem: Season 1,49,7.4
Impastor: Season 1,49,7.4
The Ark: Season 1,49,tbd
Suspicion (2022): Season 1,49,5.2
Motherland: Fort Salem: Season 1,49,7.4
Surface (2022): Season 1,49,3.6
Dad Stop Embarrassing Me!: Season 1,49,tbd
13 Reasons Why: Season 2,49,5.2
American Gigolo: Season 1,49,4.8
Life Sentence: Season 1,49,4.8
Space Force: Season 1,49,5.8
2020 Tokyo Summer Olympics Opening Ceremony,49,5.6
K-Ville: Season 1,49,6.7
Turner & Hooch: Season 1,49,tbd
Stargate SG-1: Season 1,48,8.1
Party Girl: Season 1,48,tbd
"Glenn Martin, DDS: Season 1",48,5.3
Running Wilde: Season 1,48,6.5
Whitney: Season 1,48,4.5
Bachelor Pad: Season 1,48,5
In Justice: Season 1,48,8.8
The Primetime Emmy Awards,48,4.2
Blood & Oil: Season 1,48,6.8
The Offer: Season 1,48,7.3
The Tonight Show with Jay Leno: Season 18,48,1.3
Family Matters: Season 1,48,7.2
Oprah's Big Give: Season 1,48,2.9
Stitchers: Season 1,48,7.6
Happy Together: Season 1,48,5.4
Containment: Season 1,48,6.1
Night Stalker: Season 1,48,7.4
Love in the Wild: Season 1,48,7.5
Animal Practice: Season 1,48,3.3
"Tim and Eric Awesome Show, Great Job!: Season 1",48,6.9
Late Night with Jimmy Fallon: Season 1,48,5.2
Raising the Bar: Season 1,48,5.5
Jericho: Season 1,48,8.6
Men in Trees: Season 1,48,8.9
American Woman: Season 1,48,5.1
The Walking Dead: World Beyond: Season 1,48,4.1
Same Name: Season 1,48,4.2
The Secret Life of the American Teenager: Season 1,48,5.4
Maya & Marty: Season 1,48,5.4
Scorpion: Season 1,48,5.9
Selena: The Series: Season 1,48,6.4
Secrets and Lies: Season 1,48,7.6
Tremors: Season 1,48,tbd
Kirstie: Season 1,48,5.9
Working the Engels: Season 1,48,3.4
Chambers: Season 1,48,5.5
Cashmere Mafia: Season 1,48,7.9
Z Nation: Season 1,48,6.5
Marco Polo (2014): Season 1,48,8
American Rust: Season 1,48,6.7
Three Rivers: Season 1,48,7.7
Magnum P.I. (2018): Season 1,48,3.5
The Royals: Season 1,48,5.8
Salvation (2017): Season 1,48,6.9
The Jay Leno Show : Season 1,48,3.6
Prison Break: Season 5,48,5.1
Sullivan & Son: Season 1,48,4.1
Emily's Reasons Why Not: Season 1,48,4.5
Harry's Law: Season 1,48,7.2
Retired at 35: Season 1,48,5
Wahlburgers: Season 1,48,4.3
Stephen King's Bag of Bones: Season 1,48,5.3
Mixology: Season 1,48,8
How to Live with Your Parents (For the Rest of Your Life): Season 1,48,5.7
Punky Brewster (2021): Season 1,48,7.2
Hawthorne: Season 1,48,4.1
Lucky Louie: Season 1,47,7.6
Related: Season 1,47,9.7
The Endgame: Season 1,47,6.7
Melrose Place (1992): Season 1,47,6.6
90210: Season 1,47,6.7
Living Biblically: Season 1,47,5.2
Second Chance: Season 1,47,8.4
The Trouble with Larry: Season 1,47,tbd
Clickbait: Season 1,47,4.1
Rose Red: Season 1,47,6.7
Crossing Swords: Season 1,47,5.5
The Magnificent Seven: Season 1,47,tbd
Dominion: Season 1,47,8.1
The Hero: Season 1,47,6.9
Better Late Than Never: Season 1,47,8
Kingdom Hospital: Season 1,47,tbd
Leonardo: Season 1,47,tbd
Cowboy Bebop (2021): Season 1,47,4.4
The Village (2019): Season 1,47,5.1
Clerks: Season 1,47,7
Treadstone: Season 1,47,5.4
NOS4A2: Season 1,47,5.4
That Was Then: Season 1,47,tbd
Rogue: Season 1,47,6.7
Mayfair Witches: Season 1,47,4.9
Intruders: Season 1,47,6.1
Chase: Season 1,47,6.7
Roadies: Season 1,47,7.4
Fahrenheit 451,47,3.9
Gary Unmarried: Season 1,47,6.5
Between: Season 1,47,4.9
Nightflyers: Season 1,47,5.5
New Amsterdam (2018): Season 1,47,5.8
Happily Divorced: Season 1,47,6.8
American Gods: Season 2,47,5.2
Of Kings and Prophets: Season 1,47,6.4
Emerald City: Season 1,47,6.7
Knightfall: Season 1,47,5.9
"Emily Owens, M.D.: Season 1",47,7
Devils: Season 1,47,tbd
Valentine: Season 1,47,8.1
Proven Innocent: Season 1,47,4.7
Rush Hour (2016): Season 1,46,3.2
Bordertown (2016): Season 1,46,4.3
Welcome to the Family: Season 1,46,3.4
Glory Daze: Season 1,46,6.8
Hell's Kitchen: Season 1,46,7.6
Messiah (2020): Season 1,46,7.3
National Treasure: Edge of History: Season 1,46,1.7
Taken (2017): Season 1,46,4.9
"Beverly Hills, 90210: Season 1",46,7.8
Feed the Beast (2016): Season 1,46,6.3
Tut: Season 1,46,6.1
Ransom (2017): Season 1,46,3.9
Cult: Season 1,46,5.9
Here and Now: Season 1,46,5.3
Shedding for the Wedding: Season 1,46,tbd
Hard Sun: Season 1,46,6
Truth Be Told (2019): Season 1,46,4.8
"Mother, May I Sleep With Danger?",46,2.4
Lock N' Load: Season 1,46,8.4
Super Fun Night: Season 1,46,5.6
Napoleon Dynamite: Season 1,46,5.3
The Dovekeepers: Season 1,46,4.3
Stephen King's Desperation: Season 1,46,7.3
One Tree Hill: Season 1,46,8.1
Echoes: Season 1,46,3.6
Turn Up Charlie: Season 1,46,7
Here Comes Honey Boo Boo: Season 1,46,2.4
Reckless: Season 1,46,6.9
Are We There Yet?: Season 1,46,2.8
Bluff City Law: Season 1,46,5.1
Unsupervised: Season 1,46,6.3
Wayward Pines: Season 2,46,5.2
America's Toughest Jobs: Season 1,46,tbd
Dahmer - Monster: The Jeffrey Dahmer Story,46,6.5
AJ and the Queen: Season 1,46,6.5
APB: Season 1,45,6.3
"Walker, Texas Ranger: Season 1",45,7.1
Jupiter's Legacy: Season 1,45,6.4
Outsourced: Season 1,45,7.3
Tell Me a Story: Season 1,45,5.4
Hemlock Grove: Season 1,45,7.5
The Playboy Club: Season 1,45,5.8
Russian Dolls: Season 1,45,3
School Pride: Season 1,45,tbd
The Prisoner,45,3.6
Free Ride: Season 1,45,6
Private Practice: Season 1,45,7.1
Tarzan: Season 1,45,tbd
Blockbuster: Season 1,45,3.8
Shadowhunters: Season 1,45,7.1
Shahs of Sunset: Season 1,45,5.2
Gypsy (2017): Season 1,45,8.2
Friends with Better Lives: Season 1,45,6.5
Conviction (2016): Season 1,45,6
The Witcher: Blood Origin: Season 1,45,1.3
The Time Traveler's Wife: Season 1,45,6.8
Sex/Life: Season 1,45,tbd
The Bible : Season 1,45,4.1
Rush (2014): Season 1,45,7.1
God's Favorite Idiot: Season 1,45,2.1
Run's House: Season 1,45,8.7
CSI: Cyber: Season 1,45,3.5
Hidden Palms: Season 1,45,8.3
The Black Donnellys: Season 1,45,8.7
The Night Shift: Season 1,45,7.8
The Politician: Season 2,45,7.2
Anna Nicole,45,5
S.W.A.T. (2017): Season 1,45,4.1
Still Star-Crossed: Season 1,45,2.9
I Know What You Did Last Summer (2021): Season 1,45,4.6
Keep Breathing: Season 1,45,2.3
First Kill: Season 1,45,4.4
Q-Force: Season 1,45,2.2
After Life: Season 3,44,6.6
Solos: Season 1,44,7.2
Windfall: Season 1,44,8.1
Ironside (2013): Season 1,44,3.8
Amish Mafia: Season 1,44,2.8
Black Box: Season 1,44,5.6
Crumbs: Season 1,44,6.8
Modern Dads: Season 1,44,4.5
Mr. Rhodes: Season 1,44,tbd
The Purge (2018): Season 1,44,3.6
The Following: Season 2,44,5.7
Private Practice: Season 2,44,7.2
Chozen: Season 1,44,7.2
Crisis in Six Scenes: Season 1,44,6.3
The Pentaverate: Season 1,44,5.4
Hand of God: Season 1,44,7.2
La Brea: Season 1,44,2.2
Friends From College: Season 1,44,5.9
George Lopez: Season 1,44,7.7
Life is Wild: Season 1,44,8.4
The Winner: Season 1,44,3.8
Crowded: Season 1,44,5.5
Mind Games (2014): Season 1,44,7.7
Anger Management: Season 1,44,5.2
The Loop: Season 1,44,8
The Client List: Season 1,44,6.7
The Cho Show: Season 1,44,5.5
Call Your Mother: Season 1,44,tbd
ALF: Season 1,44,8.4
Perfect Couples: Season 1,44,7
Partners (2014): Season 1,44,4.3
Conviction: Season 1,44,7.7
The Player: Season 1,43,7.2
Flaked: Season 1,43,3.3
