title,metascore,user_score
Agatha Christie’s The Witness for the Prosecution,79,6.7
Amend: The Fight for America: Season 1,79,2.6
Sex Education: Season 1,79,7.9
Cobra Kai: Season 5,78,7.3
The Americans: Season 1,78,8.4
Unbreakable Kimmy Schmidt: Season 1,78,8
A West Wing Special to Benefit When We All Vote,78,tbd
Horace and Pete: Season 1,78,8.4
The Queen's Gambit: Season 1,79,8.5
Star Wars: Visions: Season 1,79,6.3
Nip/Tuck: Season 5,79,7.9
Swagger: Season 1,79,6.5
The Lying Life of Adults: Season 1,79,tbd
Toy Story of Terror,79,8.1
Seinfeld: Season 1,79,9
Scrubs: Season 1,79,8.8
Party of Five: Season 1,79,8.5
United States of Tara: Season 2,79,7.4
Sense and Sensibility: Season 1,79,6.6
Russian Doll: Season 2,79,7.2
Mr. Dynamite: The Rise of James Brown,79,7
True Blood: Season 3,79,7.6
Now and Again: Season 1,79,tbd
Agents of Chaos: Season 1,79,3.8
Lovecraft Country: Season 1,79,5.7
Bad Sisters: Season 1,79,6.8
Gavin and Stacey: Season 1,79,8
Landscapers: Season 1,79,7.5
Brockmire: Season 1,79,7.2
24: Season 6,79,8
Only Murders in the Building: Season 2,79,7.2
Pose: Season 2,79,7.8
Lights Out: Season 1,79,8.1
Witness: Season 1,79,7.3
The Wire: Season 1,79,9.1
One Day at a Time (2017): Season 1,79,7.6
Fleishman Is in Trouble: Season 1,79,7.8
Bodyguard: Season 1,79,7.2
Magpie Murders: Season 1,79,tbd
Smash: Season 1,79,7.1
Everything's Gonna Be Okay: Season 1,79,tbd
The Hour (UK): Season 2,79,7.8
Black Lightning: Season 1,79,5.2
Westworld: Season 2,76,7.1
Sherman's Showcase: Season 1,76,tbd
Rescue Me: Season 7,76,7.6
LuLaRich: Season 1,76,tbd
The A Word: Season 1,76,7.6
Episodes (US): Season 2,76,8.3
Downton Abbey: Season 6,76,7.9
Bloodlands: Season 1,76,5.8
Difficult People: Season 1,76,6.1
The Birthday Boys: Season 1,76,5.9
The Jinx: The Life and Deaths of Robert Durst: Season 1,76,8.2
Girls: Season 3,76,6.4
The New Edition Story: Season 1,76,6.5
Murder on Middle Beach,76,5.8
Annie Live!,76,1.7
Us: Season 1,76,tbd
Naomi Osaka: Season 1,76,3.3
The Wilds: Season 1,76,7.3
Star Trek: Strange New Worlds: Season 1,76,6.4
folklore: the long pond studio sessions,76,8.6
Nurse Jackie: Season 1,76,7.5
The Missing: Season 2,76,7.7
The Mandalorian: Season 2,76,8
Nixon by Nixon: In His Own Words,76,tbd
In The Flesh: Season 1,76,8.1
Alias: Season 1,76,8.1
House of Cards (2013): Season 4,76,8.4
Awkward: Season 2,76,7.4
The Adam Carolla Project: Season 5,76,7.2
Saving Grace: Season 2,76,5.4
Only Murders in the Building: Season 1,76,8.6
The Pursuit of Love: Season 1,76,tbd
Trial & Error: Season 2,76,7
Indian Summers: Season 1,76,5.6
Narcos: Season 2,76,8.5
Sasquatch: Season 1,76,6.5
Steel Magnolias,76,7.1
Stranger Things: Season 1,76,8.9
Patton Oswalt: I Love Everything,76,5.8
Law & Order: Season 19,76,8.5
Maniac (2018): Season 1,76,7.3
The Flight Attendant: Season 2,76,6.4
Futurama: Season 10,76,8.5
House of Cards (2013): Season 3,76,7.3
Preacher: Season 1,76,7.8
Huff: Season 1,75,tbd
Master of None: Season 3,75,5.5
Queens: Season 1,75,1.8
Richard Pryor: Omit the Logic,75,tbd
Fortitude: Season 1,75,7.2
Guerrilla: Season 1,75,6.6
Mr Inbetween: Season 1,75,8.1
Counterpart: Season 2,75,7.5
For All Mankind: Season 2,75,6.7
Midnight Mass,75,8.1
F is for Family: Season 1,75,7.9
Prey (2016): Season 1,75,5.4
Girls: Season 4,75,6.1
Welcome to Wrexham: Season 1,75,7.3
Smallville: Season 1,75,8.1
Hillary: Season 1,75,1.7
The Chicago Code: Season 1,75,7.1
Ugly Betty: Season 1,75,8.3
Raising Hope: Season 1,75,8.1
Boss: Season 2,75,8.3
Angel: Season 1,75,8.5
Damages: Season 1,75,8.6
Dr. Death: Season 1,75,6.4
Bill Cosby: Far From Finished,75,6.4
Betty: Season 2,75,3
Star Trek: Discovery: Season 3,75,4.5
Hannah Gadsby: Douglas,75,4.1
ZeroZeroZero: Season 1,75,7.7
Spectacle: Elvis Costello With...: Season 1,75,6.5
The Knick: Season 1,75,8.4
The Wonder Years (2021): Season 1,75,4.4
Terriers: Season 1,75,8.6
The Terror: Season 2,75,6.2
The Walking Dead: Season 4,75,6.9
Godless: Season 1,75,7
Queen Sugar: Season 1,75,5.5
Pose: Season 1,75,7.9
The Good Wife: Season 1,75,8.8
Allen v. Farrow: Season 1,75,4.3
The Dropout: Season 1,75,7.7
Veronica Mars: Season 4,75,5.1
Marvel's Daredevil: Season 1,75,8.5
Bessie: Season 1,75,6.4
Will & Grace: Season 1,75,7.6
Fresh Off the Boat: Season 1,75,7.3
Without a Trace: Season 1,75,6
Luck: Season 1,75,7.3
Des,75,7.7
The Marvelous Mrs. Maisel: Season 3,75,7
Corporate: Season 1,75,6.1
Sarah Silverman: We Are Miracles,75,5.5
Public Speaking,75,7.8
The Alzheimer's Project: Season 1,75,tbd
Burn Notice: Season 2,75,8.4
House: Season 1,75,8.8
Downton Abbey: Season 5,75,7.3
Run (2020): Season 1,75,6.5
The Little Drummer Girl: Season 1,75,7.2
Studio 60 on the Sunset Strip: Season 1,75,8.3
The Conners: Season 1,75,3.9
Riches: Season 1,75,tbd
Game of Thrones: Season 8,75,4.1
Dracula (2020): Season 1,75,6.3
Cougar Town: Season 2,75,7.6
Restless,75,6.8
American Vandal: Season 1,75,8
With Love: Season 1,75,tbd
Tokyo Vice: Season 1,75,7.7
Younger: Season 1,75,7.7
Broad City: Season 1,75,7.9
This Close: Season 1,75,6.9
Veep: Season 2,75,8.3
Quiz,75,7.4
Grease: Live,75,7.3
Ray Donovan: Season 1,75,7.6
Gilmore Girls: Season 8,75,7
Frayed: Season 1,75,tbd
Jane Eyre,75,8.6
Vida: Season 1,75,6.3
The Outlaws: Season 1,75,7.3
Monk: Season 1,75,8.3
The Ben Stiller Show: Season 1,75,tbd
Brotherhood: Season 1,75,8
Lorena: Season 1,75,5.8
Bridgerton: Season 1,75,5.8
As You Like It,75,tbd
Maximum Bob: Season 1,75,tbd
Framing Britney Spears,75,8.7
Big Little Lies: Season 1,75,8.3
Nurse Jackie: Season 2,75,8.2
Supergirl (2015): Season 1,75,5.6
Minx: Season 1,75,7.1
Bloodline: Season 1,75,8.2
Detroiters: Season 1,75,7.2
Ash Vs. Evil Dead: Season 1,75,8.9
The Last Days of Ptolemy Grey: Season 1,75,6.3
The Sinner: Season 2,75,6.5
The Kingdom (Riget): Season 3,74,8.2
Key & Peele: Season 1,74,6.8
Awake: Season 1,74,8.3
Andor: Season 1,74,7.1
Five Days At Memorial: Season 1,74,5.1
Cruel Summer: Season 1,74,6.5
The Real World Homecoming: Season 1,74,tbd
Fringe: Season 2,74,8.4
Six Feet Under: Season 1,74,8.4
Everybody Loves Raymond: Season 1,74,8
The Great: Season 1,74,7.2
Underground: Season 1,74,6.5
Shrill: Season 3,74,tbd
Family Tree: Season 1,74,7.3
The Practice: Season 1,74,8
Wild Things with Dominic Monaghan: Season 1,74,8.3
George Harrison: Living in the Material World,74,7.8
Enlightened: Season 1,74,7
Chuck: Season 2,74,8.6
Documentary Now!: Season 2,74,6.1
iZombie: Season 1,74,8
True Blood: Season 5,74,6.9
The Looming Tower: Season 1,74,5.7
Star Trek: Deep Space Nine: Season 1,74,8.5
Marvel's Agents of S.H.I.E.L.D: Season 1,74,7.1
Awkward: Season 1,74,8
The Blacklist: Season 1,74,7.8
Homeland: Season 4,74,7.6
The Patient: Season 1,74,7.2
Transparent: Season 4,74,6.2
Spector,74,tbd
Elf: Buddy's Musical Christmas,74,6.3
The Falcon and the Winter Soldier: Season 1,74,5.9
Wet Hot American Summer: First Day of Camp: Season 1,74,6.8
Farscape: Season 1,74,8.6
Traffic,74,tbd
Last Resort: Season 1,74,7.8
Stranger Things: Season 4.5,74,7.4
Twin Peaks: Season 3,74,8.5
The Girl From Plainville: Season 1,74,tbd
YOU: Season 2,74,7.5
The Assassination of Gianni Versace: American Crime Story: Season 1,74,8.5
"Upstairs, Downstairs: Season 1",74,7.7
Wishful Drinking,74,6.2
CSI: Season 9,74,6.8
The Electric Company: Season 1,74,7.8
Carrier: Season 1,74,8.2
Nip/Tuck: Season 4,74,7.8
Hotel Babylon: Season 1,74,8.1
Angelyne: Season 1,74,5.5
World On Fire: Season 1,74,5.7
Sinatra: All or Nothing at All: Season 1,74,6.3
Phoenix Rising,74,tbd
Chuck: Season 1,74,8.4
Everything I Know About Love: Season 1,74,3.6
Acapulco (2021): Season 1,74,4
The Boys: Season 1,74,7.7
True Blood: Season 4,74,7.5
Tiger King: Season 1,74,7.4
YOU: Season 1,74,7.3
Klondike (2014): Season 1,74,6
Loki: Season 1,74,6.5
True Blood: Season 2,74,8.2
Shrill: Season 1,74,5.9
Jerry Before Seinfeld,74,7
Curb Your Enthusiasm: Season 9,74,8.3
Terminator: The Sarah Connor Chronicles: Season 1,74,7.3
Chilling Adventures of Sabrina: Season 1,74,6
Extraordinary: Season 1,74,7.7
Harlots: Season 1,74,5.9
The English: Season 1,74,6.8
Sons of Anarchy: Season 6,74,7.2
Nip/Tuck: Season 2,74,8.1
Bunheads: Season 1,74,7.6
Episodes (US): Season 1,74,7.6
The North Water: Season 1,74,8.2
Moonhaven: Season 1,74,4.5
Jerry Seinfeld: 23 Hours to Kill,74,6.1
Arli$$: Season 1,74,tbd
The Fourth Estate: Season 1,74,4.2
Westworld: Season 1,74,8.8
Starstruck (2021): Season 2,74,7.6
Cinema Verite,74,7.3
Storm of the Century,74,tbd
Game Change,74,7.3
The Umbrella Academy: Season 3,74,4.7
The Big C: Season 4,74,7.3
Euphoria: Season 2,74,6.9
Humans: Season 1,73,8.2
Elementary: Season 1,73,7.6
Ozark: Season 4.5,73,7.2
Life On Mars: Season 1,73,8.4
Breaking Bad: Season 1,73,9.2
Game of Thrones: Season 6,73,8.3
I Love Dick: Season 1,73,6.4
The Big Leap: Season 1,73,tbd
Dirty John: Season 2,73,7.8
Mosaic: Season 1,73,6.1
Hap and Leonard: Season 1,73,6.9
Torchwood (UK): Season 1,73,7.9
Murder Among the Mormons: Season 1,73,6.5
Murder One: Season 2,73,3.4
Invincible (2021): Season 1,73,8.3
Crashing: Season 1,73,7
Schmigadoon!: Season 1,73,6
Becoming Elizabeth: Season 1,73,6.6
"Andy Barker, P.I.: Season 1",73,7.9
Thirteen: Season 1,73,5.8
30 Rock: Season 4,73,7.7
The Beat: Season 1,73,tbd
Dare Me: Season 1,73,4.5
The Flash (2014): Season 1,73,7.8
The Act: Season 1,73,7
Togetherness: Season 2,73,8
Mythic Quest: Season 2,73,6.6
Queer Eye (2018): Season 1,73,6.5
Broadchurch: Season 2,73,6.9
Arthur & George: Season 1,73,5.8
Heels: Season 1,73,6.3
About Face: Supermodels Then and Now: Season 1,73,tbd
Looking: Season 1,73,8.2
The Glee Project: Season 1,73,6.6
Arrow: Season 1,73,7.9
Orphan Black: Season 1,73,8.3
Parade's End: Season 1,73,7.8
The Drowning: Season 1,73,tbd
A Suitable Boy,73,tbd
Garfunkel & Oates: Season 1,73,6.9
The Writers' Room: Season 1,73,7.3
Mozart in the Jungle: Season 1,73,8
The Chi: Season 1,73,5.8
The Chair (2021): Season 1,73,6.9
The Beast Must Die: Season 1,73,tbd
Shangri-La (2019),73,5
Cucumber: Season 1,73,6.4
Thorne: Season 1,73,tbd
The Inbetweeners (UK): Season 1,73,6.1
Battle Creek: Season 1,73,7.5
London Spy: Season 1,73,7.7
A Friend of the Family: Season 1,73,tbd
The Ipcress File: Season 1,73,tbd
The Bletchley Circle: Season 1,73,8.5
The Middleman: Season 1,73,8.2
Sleeper Cell: Season 2,73,5.9
Top Of The Lake: Season 2,73,6.4
Demi Lovato: Dancing with the Devil: Season 1,73,9
Ray Donovan: Season 2,73,7.5
I Just Killed My Dad,73,tbd
Sense8: Season 2,73,8.4
The Wiz Live!,73,6.2
Brexit,73,6.8
Expecting Amy,73,4.2
Outlander (2014): Season 1,73,8.3
Shrek The Halls,73,7.2
Will & Grace (2017): Season 1,73,6.2
Archive 81: Season 1,73,7.1
Stumptown: Season 1,73,6.9
The Last Panthers: Season 1,73,6.5
Masters of Horror: Season 1,73,7
Obi-Wan Kenobi: Season 1,73,6.4
Ally McBeal: Season 1,73,6.4
Mythic Quest: Season 1,73,6.2
Deadwater Fell: Season 1,73,6.3
Getting On (2013): Season 1,73,7.7
Halt and Catch Fire: Season 2,73,8.6
Girls: Season 5,73,6.7
Jonathan Strange & Mr. Norrell: Season 1,73,8.3
Primeval: Season 1,73,6.8
Lone Star: Season 1,73,7.5
Entourage: Season 3,73,8.6
China Beach: Season 1,73,tbd
The Capture: Season 1,72,6.7
Hit and Miss: Season 1,72,8.3
The Affair: Season 3,72,6.4
Masters of Sex: Season 3,72,6.2
I'll Fly Away: Season 1,72,tbd
The Tick (2017): Season 1,72,7.4
Downton Abbey: Season 4,72,7.4
The Amazing Race: Season 1,72,7.8
Yasuke: Season 1,72,6.1
Eli Stone: Season 2,72,7.7
Veep: Season 1,72,7.9
Marvel's Agent Carter: Season 1,72,7.8
Welcome to Sweden: Season 1,72,6.1
Star Trek: Discovery: Season 1,72,4.5
Obama: In Pursuit of a More Perfect Union: Season 1,72,2.6
Seduced and Abandoned,72,tbd
24: Season 3,72,8.7
High School Musical 2,72,6.3
The Afterparty: Season 1,72,6.7
Aziz Ansari: Right Now,72,6.1
Guillermo del Toro's Cabinet of Curiosities: Season 1,72,6.5
Confirmation,72,6.4
Ripper Street: Season 1,72,8
Everything's Trash: Season 1,72,tbd
The Last Man on Earth: Season 1,72,7.5
Jericho: Season 2,72,8.7
Star Trek: Discovery: Season 2,72,5.2
Black Mirror: Season 4,72,7.2
Quarry: Season 1,72,8.3
The Divide: Season 1,72,8.3
Stateless: Season 1,72,6.6
Archer: Season 8,72,6.1
Bobby Kennedy for President,72,5.7
Futurama: Season 1,72,9
Stranger Things: Season 3,72,7.3
The Mayor: Season 1,72,6.1
War & Peace,72,7.8
Hindsight: Season 1,72,7.6
People of Earth: Season 1,72,8.3
Looking for Alaska: Season 1,72,5.8
Night Stalker: The Hunt for a Serial Killer,72,7.3
Teenage Bounty Hunters: Season 1,72,7.3
24: Season 7,72,8.4
Mad About You: Season 1,72,7.8
PRIDE,72,4.6
Arrested Development: Season 4,72,8.1
Under the Dome: Season 1,72,5.9
The Strain: Season 1,72,7.5
Teach: Tony Danza: Season 1,72,7
Tiger,72,6.2
Big Love: Season 1,72,6.8
Spielberg,72,7.2
Cobra Kai: Season 1,72,8.1
Love (2016): Season 1,72,7.7
In Treatment: Season 4,72,4.1
Lois & Clark: The New Adventures of Superman: Season 1,72,8.9
Wellington Paranormal: Season 1,72,7.1
Masters of the Universe: Revelation: Season 1,72,2.1
Twenties: Season 1,72,3.9
American Horror Story: Season 6,72,7.1
The Boondocks: Season 1,72,8.8
Invasion: Season 1,72,8.3
True Detective: Season 3,72,6.8
Kingdom (2014): Season 1,72,8.3
Cobra Kai: Season 3,72,8.3
Filth: The Mary Whitehouse Story,72,tbd
Dead to Me: Season 2,72,7.8
Warehouse 13: Season 2,72,7.8
Solar Opposites: Season 1,72,7.3
Oliver Twist : Season 1,72,tbd
Easy: Season 1,72,6
The Old Man: Season 1,72,7.3
Poldark: Season 1,72,7.7
Catch and Kill: The Podcast Tapes: Season 1,72,tbd
The Sex Lives of College Girls: Season 1,72,6.3
Bad Vegan: Fame. Fraud. Fugitives.: Season 1,72,3.8
Godfather of Harlem: Season 1,72,6.7
Spy City: Season 1,72,5.6
The Mighty Ducks: Game Changers: Season 1,72,5.7
Late Show with Stephen Colbert: Season 1,72,5.8
The Not Too Late Show with Elmo: Season 1,72,tbd
Mrs. Fletcher: Season 1,72,6.2
Naomi: Season 1,72,6.4
Life (2007): Season 2,72,7
McMillions: Season 1,71,6.6
Rome: Season 1,71,9.1
Almost Royal: Season 1,71,6.2
Homeland: Season 8,71,6.6
Spin City: Season 1,71,7.8
The Young Indiana Jones Chronicles: Season 1,71,8.8
To Walk Invisible: The Brontë Sisters,71,6.1
Our Nixon,71,7
Inside Men: Season 1,71,7.4
Parks and Recreation: Season 2,71,8.7
The Kids Are Alright: Season 1,71,7.9
The Real World: Season 4,71,tbd
Bosch: Season 1,71,8.2
The Lord of the Rings: The Rings of Power: Season 1,71,3
FlashForward: Season 1,71,7.4
Thief: Season 1,71,8.3
Dr. Brain: Season 1,71,6.9
The Escape Artist: Season 1,71,8.8
Chuck: Season 3,71,8.6
Tour de Pharmacy,71,7.3
The No. 1 Ladies' Detective Agency: Season 1,71,8.8
Ordeal By Innocence: Season 1,71,6
Ray Donovan: Season 3,71,7.3
Designated Survivor: Season 1,71,6.5
Get Shorty: Season 1,71,7.8
Under the Banner of Heaven: Season 1,71,7.7
Manhunt (2017): Season 1,71,7.7
Mr. Mercedes: Season 1,71,7.5
Portlandia: Season 1,71,7.4
America in Color: Season 1,71,tbd
Devs: Season 1,71,7.5
Wedding Season: Season 1,71,tbd
The Starter Wife: Season 1,71,tbd
Murphy Brown: Season 1,71,5.8
Women of the Movement: Season 1,71,1.2
Important Things with Demetri Martin: Season 1,71,8.2
Hustle: Season 1,71,8.6
The House: Season 1,71,6.6
The Grinder: Season 1,71,7.3
"Murder, She Wrote: Season 1",71,8.5
Gotham: Season 1,71,7.4
Human Target: Season 2,71,8.3
The White Princess: Season 1,71,5.8
Downward Dog: Season 1,71,8
Caprica: Season 1,71,7.3
Ridley Road: Season 1,71,tbd
Marvel's M.O.D.O.K.: Season 1,71,7
Shrill: Season 2,71,4.4
American Horror Story: Season 3,71,7.6
grown-ish: Season 1,71,5.4
Saved by the Bell (2020): Season 1,71,2.5
The Great British Baking Show: Season 9,71,tbd
The Comeback: Season 2,71,8.1
Wallander: Season 1,71,7.4
Stanley Tucci: Searching for Italy: Season 1,71,tbd
Looney Tunes Cartoons: Season 1,71,7.4
Colin in Black & White: Season 1,71,3.9
Son of the Beach: Season 1,71,tbd
The Sinner: Season 1,71,7.9
Don't Trust the B---- in Apartment 23: Season 1,71,7.4
Running with Beto,71,tbd
Reboot (2022): Season 1,71,6.2
Faking It (2014): Season 1,71,8.4
Vikings: Season 1,71,8
"You, Me and the Apocalypse: Season 1",71,7.4
Vinyl: Season 1,71,7
Looking: The Movie,71,7.3
Maron: Season 1,71,7.9
Review: Season 1,71,8.1
Suburgatory: Season 1,71,7.5
Nightmares & Dreamscapes: From the Stories of Stephen King: Season 1,71,tbd
Finding Carter: Season 1,71,7.4
jeen-yuhs: A Kanye Trilogy: Season 1,71,7.1
Sanditon: Season 1,71,6.6
Big Love: Season 2,71,6.9
George & Tammy: Season 1,71,tbd
"Live in Front of a Studio Audience: Norman Lear's ""All in the Family"" and ""The Jeffersons""",71,5.5
The End of the F***ing World: Season 2,71,7.2
The Paradise: Season 1,71,7.4
Sarah Cooper: Everything's Fine,71,4
Legit: Season 1,71,8.1
Ted Lasso: Season 1,71,7.8
Katy Keene: Season 1,71,4.9
The Adam Carolla Project: Season 8,71,4.8
Brooklyn Nine-Nine: Season 1,70,8.2
Huge: Season 1,70,5.8
Californication: Season 1,70,8.5
Living with Yourself: Season 1,70,5.9
Bridgerton: Season 2,70,7
The White Queen: Season 1,70,7.7
Torchwood (UK): Season 4,70,6.4
Catch-22 (2019): Season 1,70,6.7
Generation Cryo: Season 1,70,tbd
Marvel's Jessica Jones: Season 2,70,6.2
Entourage: Season 5,70,8.7
Hunted: Season 1,70,6.9
Tracey Ullman's State of the Union: Season 1,70,5.4
mixed-ish: Season 1,70,6
Penny Dreadful: Season 1,70,8.3
Bless the Harts: Season 1,70,6.3
Gangs of London: Season 1,70,6.4
Falling Skies: Season 1,70,6.3
Ashes to Ashes: Season 1,70,7.9
Paper Girls: Season 1,70,7.3
The X Factor: Season 1,70,5.8
Willow: Season 1,70,4.6
Dead to Me: Season 3,70,5.4
The Boys Presents: Diabolical: Season 1,70,5.3
Outcast: Season 1,70,7.5
Mrs. Wilson,70,7.5
The L.A. Complex: Season 1,70,7.9
The Chronicle: Season 1,70,tbd
A League of Their Own (2022): Season 1,70,4.4
Das Boot (2019),70,6.5
Blue Bloods: Season 1,70,7.4
My Next Guest Needs No Introduction With David Letterman: Season 1,70,5.9
Red Oaks: Season 1,70,7.5
Pam & Tommy: Season 1,70,6.8
24: Live Another Day: Season 9,70,8.7
Break Point (2023): Season 1,70,tbd
Cobra Kai: Season 4,70,8
Belgravia: Season 1,70,7.4
The Innocents (2018): Season 1,70,5.9
Saints & Strangers,70,5.3
Grantchester: Season 1,70,7.2
High School Confidential: Season 1,70,5.8
Addiction,70,tbd
It's Always Sunny in Philadelphia: Season 2,70,9
Doctor Who: Season 1,70,8.5
Project Runway: Season 1,70,5.7
Gaslit: Season 1,70,tbd
In Treatment: Season 1,70,9.1
Scenes From A Marriage: Season 1,70,7
Succession: Season 1,70,7.9
The Resort: Season 1,70,6.4
Peacemaker: Season 1,70,7.4
Oz: Season 1,70,7.9
Life & Beth: Season 1,70,6.5
The X-Files: Season 1,70,8.7
The Path: Season 1,70,7.9
NewsRadio: Season 1,70,7.6
Dirty Sexy Money: Season 2,70,8.2
Vikings: Valhalla: Season 1,70,2.4
Future Man: Season 1,70,7.7
The Third Day: Season 1,70,5.9
Lodge 49: Season 1,70,7.4
Resident Alien: Season 1,70,7.1
Doom Patrol: Season 1,70,7.3
Orphan Black: Season 3,70,6.5
Mrs. Harris,70,8.2
This Is a Robbery: The World's Biggest Art Heist: Season 1,70,6.6
The Middle: Season 1,70,7.7
Robin Hood: Season 1,70,7.8
The Mandalorian: Season 1,70,7.7
Chucky: Season 1,70,6
Gentefied: Season 1,70,4.4
Tracey Ullman's Show: Season 1,70,5.7
The Chair (2014): Season 1,70,8.5
Karen Sisco: Season 1,70,tbd
"Push, Nevada: Season 1",70,tbd
High Fidelity: Season 1,70,7.1
Our Flag Means Death: Season 1,70,6.4
Quantico: Season 1,70,5.9
Hannibal: Season 1,70,8.6
Nip/Tuck: Season 1,70,7.4
Weeds: Season 1,70,8.1
The Real World: Season 3,70,tbd
A Very British Scandal,70,6
All-American Muslim: Season 1,70,6.5
Stranger Things: Season 4,69,7.5
Industry: Season 1,69,6.4
Community: Season 4,69,7.1
Billions: Season 1,69,7.5
The Inventor: Out for Blood in Silicon Valley,69,7.2
Roseanne: Season 10,69,5.7
Trial by Media: Season 1,69,tbd
Moon Knight: Season 1,69,7
Marvel's What If...?: Season 1,69,6.3
Louie: Season 1,69,8.5
Colony: Season 1,69,7.5
The Killing: Season 3,69,8.3
The Essex Serpent: Season 1,69,2.7
The Musketeers: Season 1,69,7.5
Werewolf by Night,69,7.1
Halt and Catch Fire: Season 1,69,8.4
Flying Blind: Season 1,69,tbd
Ghosts (2021): Season 1,69,5.1
The Fades: Season 1,69,7.1
Ziwe: Season 1,69,6
Drop Dead Diva: Season 1,69,8.5
Community: Season 1,69,8.8
What Would Diplo Do?: Season 1,69,5.6
His Dark Materials: Season 1,69,7.2
Star Trek: Picard: Season 2,69,2.7
Trollhunters: Season 1,69,8.4
Clear History,69,6.7
Rubicon: Season 1,69,8
Wolf Like Me: Season 1,69,5.4
Little Fires Everywhere: Season 1,69,6.8
The Spoils of Babylon: Season 1,69,6.5
Human Target: Season 1,69,8
O.G.,69,6.6
Public Morals: Season 1,69,7.1
The Mindy Project: Season 1,69,7.3
Taking on Tyson: Season 1,69,tbd
Southland: Season 1,69,8.5
Wanderlust (2018): Season 1,69,5.1
And the Band Played On: Season 1,69,8.3
Legendary: Season 1,69,7
Mildred Pierce: Season 1,69,7.3
Creature Comforts: Season 1,69,7.4
Paterno,69,4.6
The Fugitive: Season 1,69,tbd
The Fosters: Season 1,69,8.2
Boston Legal: Season 1,69,8.3
Cybill: Season 1,69,6.7
The Miniaturist,69,5.5
Orange is the New Black: Season 6,69,6.9
The Baby: Season 1,69,tbd
The Riches: Season 1,69,6.6
1883: Season 1,69,7.6
Squid Game: Season 1,69,6.8
The Jim Gaffigan Show: Season 1,69,6.4
Empire (2015): Season 1,69,7
American Horror Story: Season 4,69,7.1
Trying: Season 1,69,6.5
The Hot Zone: Season 1,69,6.4
Castle Rock (2018): Season 2,69,7.4
Life Unexpected: Season 1,69,7.9
Soul Food: Season 1,69,tbd
Girlfriends' Guide to Divorce: Season 1,69,5.9
How I Met Your Mother: Season 1,69,8.5
The Rig: Season 1,69,5.6
Emergence: Season 1,69,6.3
No Tomorrow: Season 1,69,6.8
A Wilderness of Error,69,tbd
Betas: Season 1,69,7.3
Amanda Knox: Murder on Trial in Italy: Season 1,69,4.8
Burn Notice: Season 1,69,8.1
The Detour: Season 1,69,7.4
Burden of Truth: Season 1,69,4
The Get Down: Season 1,69,7.9
Gossip Girl: Season 2,69,8
"Love, Victor: Season 1",69,1.1
Pitch: Season 1,69,7.1
11.22.63: Season 1,69,7.8
Jim Henson's Creature Shop Challenge: Season 1,69,7
The Witcher: Season 2,69,3.9
House of the Dragon: Season 1,69,5
The Nightly Show with Larry Wilmore: Season 1,69,2.7
CSI: Miami: Season 1,69,6.3
The Killing: Season 2,68,8.2
Patriot: Season 1,68,7.9
Dopesick,68,8
"Big Time in Hollywood, FL: Season 1",68,6.8
La Femme Nikita: Season 1,68,8.3
Bette: Season 1,68,tbd
Leverage: Season 1,68,8.8
Becoming Us: Season 1,68,4.2
Reacher: Season 1,68,7.7
Entourage: Season 1,68,8.4
Fargo: Season 4,68,5.1
The Nine Lives of Chloe King: Season 1,68,7.9
The Outsider (2020): Season 1,68,7.4
Greenleaf: Season 1,68,6.7
Shadow and Bone: Season 1,68,7.1
George W. Bush: The 9/11 Interview,68,3.9
Kidnapped: Season 1,68,8.5
The 4400: Season 1,68,8
Homeland: Season 6,68,6.6
Big Love: Season 4,68,6.1
Sons of Anarchy: Season 1,68,8.5
Kidding: Season 1,68,7.6
Dave Chappelle: Deep in the Heart of Texas,68,8.1
Winning Time: The Rise of the Lakers Dynasty: Season 1,68,6.5
Hatfields & McCoys,68,7.8
The Tudors: Season 2,68,6.8
Felicity: An American Girl Adventure,68,8
Grand Army: Season 1,68,5.2
My Dinner with Herve,68,6.3
Made For Love: Season 1,68,6.3
Baskets: Season 1,68,7.7
American Dreams: Season 1,68,tbd
Ethel: Season 1,68,7
Law & Order: Special Victims Unit: Season 1,68,8.2
Another Period: Season 1,68,6.6
Grey's Anatomy: Season 5,68,7.2
Tales From the Loop: Season 1,68,7.5
Seven Seconds: Season 1,68,7.1
The Gilded Age: Season 1,68,5.6
1899: Season 1,68,6.5
Muppets Now: Season 1,68,5.6
I Just Want My Pants Back: Season 1,68,6.1
Perry Mason (2020): Season 1,68,6
How to Get Away With Murder: Season 1,68,7.7
Philip K. Dick's Electric Dreams: Season 1,68,6.2
I Know This Much Is True: Season 1,68,7
American Auto: Season 1,68,tbd
The Kominsky Method: Season 1,68,7.7
Flight of the Conchords: Season 1,68,9.1
Bent (2012): Season 1,68,6.2
A Very Murray Christmas,68,5.1
Odd Mom Out: Season 1,68,5.5
Alpha House: Season 1,68,6.8
Euphoria: Season 1,68,6.9
The State Within: Season 1,68,7.9
Work of Art: The Next Great Artist: Season 1,68,8.2
The Young Pope: Season 1,68,7.4
The Spy: Season 1,68,6.3
Pan Am: Season 1,68,7.4
Rome: Season 2,68,8.9
Fosse/Verdon: Season 1,68,7.2
The Man Who Fell to Earth (2022): Season 1,68,5.4
Murder in the First: Season 1,68,6.6
King of the Hill: Season 1,68,8.7
Marvel's Cloak & Dagger: Season 1,68,6.3
Luther: Season 4,68,4.1
